godina,mjesec_redni,mjesec,turist,dolasci,nocenja
2023,3,Ožujak,ukupno,424383,982479
2023,3,Ožujak,domaći,151332,300451
2023,3,Ožujak,strani,273051,682028
2023,4,Travanj,ukupno,1090829,3041485
2023,4,Travanj,domaći,220346,494415
2023,4,Travanj,strani,870483,2547070
2023,5,Svibanj,ukupno,1624219,5571102
2023,5,Svibanj,domaći,250792,568273
2023,5,Svibanj,strani,1373427,5002829
2023,6,Lipanj,ukupno,2733256,13184779
2023,6,Lipanj,domaći,287755,904853
2023,6,Lipanj,strani,2445501,12279926
2023,7,Srpanj,ukupno,4508575,25043386
2023,7,Srpanj,domaći,351220,1618068
2023,7,Srpanj,strani,4157355,23425318
2023,8,Kolovoz,ukupno,4435764,26898565
2023,8,Kolovoz,domaći,372492,2022068
2023,8,Kolovoz,strani,4063272,24876497
2023,9,Rujan,ukupno,2391616,11574393
2023,9,Rujan,domaći,234502,649583
2023,9,Rujan,strani,2157114,10924810
2023,10,Listopad,ukupno,1024816,3165332
2023,10,Listopad,domaći,209777,440045
2023,10,Listopad,strani,815039,2725287
2023,11,Studeni,ukupno,368797,823136
2023,11,Studeni,domaći,155309,297971
2023,11,Studeni,strani,213488,525165
2023,12,Prosinac,ukupno,389365,839168
2023,12,Prosinac,domaći,161075,302807
2023,12,Prosinac,strani,228290,536361
2024,1,Siječanj,ukupno,231187,594373
2024,1,Siječanj,domaći,113329,251190
2024,1,Siječanj,strani,117858,343183
2024,2,Veljača,ukupno,312454,703103
2024,2,Veljača,domaći,143053,287581
2024,2,Veljača,strani,169401,415522
2024,3,Ožujak,ukupno,536633,1321636
2024,3,Ožujak,domaći,165754,346300
2024,3,Ožujak,strani,370879,975336
2024,4,Travanj,ukupno,1031038,2774747
2024,4,Travanj,domaći,217565,465369
2024,4,Travanj,strani,813473,2309378
2024,5,Svibanj,ukupno,1941800,6904300
2024,5,Svibanj,domaći,283185,618917
2024,5,Svibanj,strani,1658615,6285383
2024,6,Lipanj,ukupno,2825541,12523195
2024,6,Lipanj,domaći,293887,909837
2024,6,Lipanj,strani,2531654,11613358
2024,7,Srpanj,ukupno,4416247,25175760
2024,7,Srpanj,domaći,376510,1747928
2024,7,Srpanj,strani,4039737,23427832
2024,8,Kolovoz,ukupno,4692918,27185261
2024,8,Kolovoz,domaći,446581,2256680
2024,8,Kolovoz,strani,4246337,24928581
2024,9,Rujan,ukupno,2282852,11181195
2024,9,Rujan,domaći,229432,673104
2024,9,Rujan,strani,2053420,10508091
2024,10,Listopad,ukupno,1120818,3450978
2024,10,Listopad,domaći,223037,455315
2024,10,Listopad,strani,897781,2995663
2024,11,Studeni,ukupno,444234,988958
2024,11,Studeni,domaći,203016,389604
2024,11,Studeni,strani,241218,599354
2024,12,Prosinac,ukupno,410338,880308
2024,12,Prosinac,domaći,171990,318105
2024,12,Prosinac,strani,238348,562203
2025,1,Siječanj,ukupno,257305,650315
2025,1,Siječanj,domaći,124887,267891
2025,1,Siječanj,strani,132418,382424
2025,2,Veljača,ukupno,313006,707808
2025,2,Veljača,domaći,154409,301259
2025,2,Veljača,strani,158597,406549
2025,3,Ožujak,ukupno,433403,1002274
2025,3,Ožujak,domaći,173547,346377
2025,3,Ožujak,strani,259856,655897
2025,4,Travanj,ukupno,1183877,3286252
2025,4,Travanj,domaći,227662,477471
2025,4,Travanj,strani,956215,2808781
2025,5,Svibanj,ukupno,1842725,5869285
2025,5,Svibanj,domaći,332573,748480
2025,5,Svibanj,strani,1510152,5120805
2025,6,Lipanj,ukupno,3180716,14340174
2025,6,Lipanj,domaći,346703,1074332
2025,6,Lipanj,strani,2834013,13265842
2025,7,Srpanj,ukupno,4358517,24962080
2025,7,Srpanj,domaći,382390,1754644
2025,7,Srpanj,strani,3976127,23207436
2025,8,Kolovoz,ukupno,4714658,26711796
2025,8,Kolovoz,domaći,466162,2322384
2025,8,Kolovoz,strani,4248496,24389412
2025,9,Rujan,ukupno,2413760,11882380
2025,9,Rujan,domaći,256545,724409
2025,9,Rujan,strani,2157215,11157971
2025,10,Listopad,ukupno,1146146,3535148
2025,10,Listopad,domaći,239376,480248
2025,10,Listopad,strani,906770,3054900
2025,11,Studeni,ukupno,414355,931671
2025,11,Studeni,domaći,196216,379783
2025,11,Studeni,strani,218139,551888
2025,12,Prosinac,ukupno,440495,941806
2025,12,Prosinac,domaći,184477,331607
2025,12,Prosinac,strani,256018,610199
